assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
CHG_740_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	740	                ,(here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) ? 1 : 0);	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	,(here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) 	changed line 740 of 20	added_statement
CHG_1795_D	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1795	    ,double *Qcth_Vrth, double *SCALE)	deleted original line	,double *Qcth_Vrth, double *SCALE)	changed line 1795 of 20	deleted_line
CHG_1796_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	1796	    ,double *Qcth_Vrth, double *SCALE, int IbeDiagActive)	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	,double *Qcth_Vrth, double *SCALE, int IbeDiagActive)	changed line 1796 of 20	added_statement
CHG_3641_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3641	                                /* [VBIC_IBE_SOURCE_DIAGNOSTIC] read-only Ibe source decomposition (exact-instance gated via caller-passed IbeDiagActive; first-occurrence) */	inside-function marker: comment (exact-instance gated)	/* [VBIC_IBE_SOURCE_DIAGNOSTIC] read-only Ibe source decomposition (exact-instan	changed line 3641 of 20	added_statement
CHG_3642_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3642	                                static bool ibe_diag_printed = FALSE;	inside-function marker: once-flag declaration (static FALSE initializer = declaration initialization)	static bool ibe_diag_printed = FALSE;	changed line 3642 of 20	added_statement
CHG_3643_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3643	                                if (IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)) {	inside-function marker: trigger = caller-passed IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)	if (IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)) {	changed line 3643 of 20	added_statement
CHG_3644_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3644	                                    fprintf(stderr, "\n[VBIC_IBE_SOURCE_DIAGNOSTIC] Branch: p[32]==1.0 (WBE=1), p[98]<=0.0 (VBBE=0), Ibe assignment line 3639 | *Ibe: %a (isfinite=%d) | IBEIatT: %a (isfinite=%d) | expi: %a (isfinite=%d) | IBENatT: %a (isfinite=%d) | expn: %a (isfinite=%d)\n",	inside-function marker: trigger-contained diagnostic output (stderr)	fprintf(stderr, "\n[VBIC_IBE_SOURCE_DIAGNOSTIC] Branch: p[32]==1.0 (WBE=1), p[98	changed line 3644 of 20	added_statement
CHG_3645_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3645	                                            *Ibe, isfinite(*Ibe) ? 1 : 0, IBEIatT, isfinite(IBEIatT) ? 1 : 0, expi, isfinite(expi) ? 1 : 0, IBENatT, isfinite(IBENatT) ? 1 : 0, expn, isfinite(expn) ? 1 : 0);	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	*Ibe, isfinite(*Ibe) ? 1 : 0, IBEIatT, isfinite(IBEIatT) ? 1 : 0, expi, isfinite	changed line 3645 of 20	added_statement
CHG_3646_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3646	                                    fprintf(stderr, "  argi: %a (isfinite=%d) | argn: %a (isfinite=%d) | *Vbei: %a (isfinite=%d) | Vtv: %a (isfinite=%d) | Tdev: %a (isfinite=%d) | *Vrth: %a (isfinite=%d)\n",	inside-function marker: trigger-contained diagnostic output (stderr)	fprintf(stderr, "  argi: %a (isfinite=%d) | argn: %a (isfinite=%d) | *Vbei: %a (	changed line 3646 of 20	added_statement
CHG_3647_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3647	                                            argi, isfinite(argi) ? 1 : 0, argn, isfinite(argn) ? 1 : 0, *Vbei, isfinite(*Vbei) ? 1 : 0, Vtv, isfinite(Vtv) ? 1 : 0, Tdev, isfinite(Tdev) ? 1 : 0, *Vrth, isfinite(*Vrth) ? 1 : 0);	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	argi, isfinite(argi) ? 1 : 0, argn, isfinite(argn) ? 1 : 0, *Vbei, isfinite(*Vbe	changed line 3647 of 20	added_statement
CHG_3648_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3648	                                    fprintf(stderr, "  rT: %a (isfinite=%d) | dT: %a (isfinite=%d) | p[31]: %a (isfinite=%d) | p[33]: %a (isfinite=%d) | p[34]: %a (isfinite=%d) | p[35]: %a (isfinite=%d)\n",	inside-function marker: trigger-contained diagnostic output (stderr)	fprintf(stderr, "  rT: %a (isfinite=%d) | dT: %a (isfinite=%d) | p[31]: %a (isfi	changed line 3648 of 20	added_statement
CHG_3649_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3649	                                            rT, isfinite(rT) ? 1 : 0, dT, isfinite(dT) ? 1 : 0, p[31], isfinite(p[31]) ? 1 : 0, p[33], isfinite(p[33]) ? 1 : 0, p[34], isfinite(p[34]) ? 1 : 0, p[35], isfinite(p[35]) ? 1 : 0);	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	rT, isfinite(rT) ? 1 : 0, dT, isfinite(dT) ? 1 : 0, p[31], isfinite(p[31]) ? 1 :	changed line 3649 of 20	added_statement
CHG_3650_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3650	                                    fprintf(stderr, "  p[32]: %a (isfinite=%d) | p[98]: %a (isfinite=%d)\n",	inside-function marker: trigger-contained diagnostic output (stderr)	fprintf(stderr, "  p[32]: %a (isfinite=%d) | p[98]: %a (isfinite=%d)\n",	changed line 3650 of 20	added_statement
CHG_3651_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3651	                                            p[32], isfinite(p[32]) ? 1 : 0, p[98], isfinite(p[98]) ? 1 : 0);	inside-function marker: trigger-contained output argument line (reads locals/call inputs/p[] only)	p[32], isfinite(p[32]) ? 1 : 0, p[98], isfinite(p[98]) ? 1 : 0);	changed line 3651 of 20	added_statement
CHG_3652_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3652	                                    ibe_diag_printed = TRUE;	inside-function marker: trigger-contained runtime once-flag write	ibe_diag_printed = TRUE;	changed line 3652 of 20	added_statement
CHG_3653_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	3653	                                }	inside-function marker: trigger block close	}	changed line 3653 of 20	added_statement
UNCHANGED_3592	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3592	    if(p[32]==1.0){	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3593	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3593	        argi=(*Vbei)/(p[33]*Vtv);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3597	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3597	        expi=exp(argi);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3601	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3601	        argn=(*Vbei)/(p[35]*Vtv);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3605	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3605	        expn=exp(argn);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3609	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3609	        if(p[98]>0.0){	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3638	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3638	        }else{	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3639	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3639	            (*Ibe)=IBEIatT*(expi-1.0)+IBENatT*(expn-1.0);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_3651	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3651	        (*Ibex)=0.0;	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2035	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2035	    xvar6=pow(xvar1,xvar5);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2038	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2038	    IBEIatT=p[31]*xvar6;	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2058	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2058	    xvar6=pow(xvar1,xvar5);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2061	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2061	    IBENatT=p[34]*xvar6;	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_1890	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1890	    Tdev=(2.731500e+02+p[0])+(*Vrth);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_1892	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1892	    Vtv=1.380662e-23*Tdev/1.602189e-19;	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2211	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2211	    VBBEatT=p[98]*(1.0+dT*(p[101]+dT*p[102]));	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_2214	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2214	    NBBEatT=p[99]*(1.0+dT*p[103]);	unchanged original line (context)	context	byte-for-byte retained	key chain line
UNCHANGED_4229	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	4229	    (*Ith)=-((*Ibe)*(*Vbei)+(*Ibc)*(*Vbci)+((*Itzf)-(*Itzr))*(*Vcei)+(*Ibex)*(*Vbex)+(*Ibep)*(*Vbep)+(*Irs)*(*Vrs)+(*Ibcp)*(*Vbcp)+(*Iccp)*(*Vcep)+(*Ircx)*(*Vrcx)+(*Irci)*(*Vrci)+(*Irbx)*(*Vrbx)+(*Irbi)*(*Vrbi)+(*Ire)*(*Vre)+(*Irbp)*(*Vrbp));	unchanged original line (context)	context	byte-for-byte retained	key chain line
