assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
CHG_739_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	739	                ,&Qcth_Vrth, &SCALE	call-site change part 1: original argument list tail preserved	,&Qcth_Vrth, &SCALE	changed line	added_statement
CHG_740_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	740	                ,(here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) ? 1 : 0);	caller-side exact-instance predicate argument, evaluated before function entry, outside the runtime marker trigger (reads only here->VBICname)	,(here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) 	changed line	added_statement
CHG_1795_D	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1795	    ,double *Qcth_Vrth, double *SCALE)	deleted original line (outside runtime trigger)	,double *Qcth_Vrth, double *SCALE)	changed line	deleted_line
CHG_1796_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	1796	    ,double *Qcth_Vrth, double *SCALE, int IbeDiagActive)	interface change: function definition declares received int IbeDiagActive parameter (outside the runtime trigger)	,double *Qcth_Vrth, double *SCALE, int IbeDiagActive)	changed line	added_statement
CHG_3641_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3641	            /* [VBIC_IBE_SOURCE_DIAGNOSTIC] read-only Ibe source decomposition (exact-instance gated via caller-passed IbeDiagActive; first-occurrence) */	non-executable comment preceding the runtime trigger (comment itself is not exact-instance gated)	/* [VBIC_IBE_SOURCE_DIAGNOSTIC] read-only Ibe source decomposition (exact-instan	changed line	added_statement
CHG_3642_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3642	            static bool ibe_diag_printed = FALSE;	once-flag declaration preceding the runtime trigger (static FALSE initializer = declaration initialization)	static bool ibe_diag_printed = FALSE;	changed line	added_statement
CHG_3643_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3643	            if (IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)) {	runtime trigger = caller-passed IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)	if (IbeDiagActive && !ibe_diag_printed && !isfinite(*Ibe)) {	changed line	added_statement
CHG_3644_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3644	                fprintf(stderr, "\n[VBIC_IBE_SOURCE_DIAGNOSTIC] Branch: p[32]==1.0 (WBE=1), p[98]<=0.0 (VBBE=0), BaseAssignment: 01cc4f1f@3639 | *Ibe: %a (isfinite=%d) | IBEIatT: %a (isfinite=%d) | expi: %a (isfinite=%d) | IBENatT: %a (isfinite=%d) | expn: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside IbeDiagActive block)	fprintf(stderr, "\n[VBIC_IBE_SOURCE_DIAGNOSTIC] Branch: p[32]==1.0 (WBE=1), p[98	changed line	added_statement
CHG_3645_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3645	                        *Ibe, isfinite(*Ibe) ? 1 : 0, IBEIatT, isfinite(IBEIatT) ? 1 : 0, expi, isfinite(expi) ? 1 : 0, IBENatT, isfinite(IBENatT) ? 1 : 0, expn, isfinite(expn) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside IbeDiagActive block)	*Ibe, isfinite(*Ibe) ? 1 : 0, IBEIatT, isfinite(IBEIatT) ? 1 : 0, expi, isfinite	changed line	added_statement
CHG_3646_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3646	                fprintf(stderr, "  argi: %a (isfinite=%d) | argn: %a (isfinite=%d) | *Vbei: %a (isfinite=%d) | Vtv: %a (isfinite=%d) | Tdev: %a (isfinite=%d) | *Vrth: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside IbeDiagActive block)	fprintf(stderr, "  argi: %a (isfinite=%d) | argn: %a (isfinite=%d) | *Vbei: %a (	changed line	added_statement
CHG_3647_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3647	                        argi, isfinite(argi) ? 1 : 0, argn, isfinite(argn) ? 1 : 0, *Vbei, isfinite(*Vbei) ? 1 : 0, Vtv, isfinite(Vtv) ? 1 : 0, Tdev, isfinite(Tdev) ? 1 : 0, *Vrth, isfinite(*Vrth) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside IbeDiagActive block)	argi, isfinite(argi) ? 1 : 0, argn, isfinite(argn) ? 1 : 0, *Vbei, isfinite(*Vbe	changed line	added_statement
CHG_3648_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3648	                fprintf(stderr, "  rT: %a (isfinite=%d) | dT: %a (isfinite=%d) | p[31]: %a (isfinite=%d) | p[33]: %a (isfinite=%d) | p[34]: %a (isfinite=%d) | p[35]: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside IbeDiagActive block)	fprintf(stderr, "  rT: %a (isfinite=%d) | dT: %a (isfinite=%d) | p[31]: %a (isfi	changed line	added_statement
CHG_3649_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3649	                        rT, isfinite(rT) ? 1 : 0, dT, isfinite(dT) ? 1 : 0, p[31], isfinite(p[31]) ? 1 : 0, p[33], isfinite(p[33]) ? 1 : 0, p[34], isfinite(p[34]) ? 1 : 0, p[35], isfinite(p[35]) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside IbeDiagActive block)	rT, isfinite(rT) ? 1 : 0, dT, isfinite(dT) ? 1 : 0, p[31], isfinite(p[31]) ? 1 :	changed line	added_statement
CHG_3650_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3650	                fprintf(stderr, "  p[32]: %a (isfinite=%d) | p[98]: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside IbeDiagActive block)	fprintf(stderr, "  p[32]: %a (isfinite=%d) | p[98]: %a (isfinite=%d)\n",	changed line	added_statement
CHG_3651_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3651	                        p[32], isfinite(p[32]) ? 1 : 0, p[98], isfinite(p[98]) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside IbeDiagActive block)	p[32], isfinite(p[32]) ? 1 : 0, p[98], isfinite(p[98]) ? 1 : 0);	changed line	added_statement
CHG_3652_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3652	                ibe_diag_printed = TRUE;	trigger-contained runtime once-flag mutation (inside IbeDiagActive block)	ibe_diag_printed = TRUE;	changed line	added_statement
CHG_3653_A	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	3653	            }	trigger block close (inside IbeDiagActive block)	}	changed line	added_statement
UNCHANGED_711	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	711	                    Vrth = DEVlimitlog(Vrth,	unchanged original line (context)	context	caller-side DEVlimitlog call (can alter Vrth before function entry)	key chain line
UNCHANGED_2018	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2018	    xvar2=pow(rT,p[79]);	unchanged original line (context)	context	IBEIatT chain pow	key chain line
UNCHANGED_2026	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2026	    xvar4=exp(xvar3);	unchanged original line (context)	context	IBEIatT chain exp	key chain line
UNCHANGED_2035	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2035	    xvar6=pow(xvar1,xvar5);	unchanged original line (context)	context	IBEIatT chain pow	key chain line
UNCHANGED_2041	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2041	    xvar2=pow(rT,p[80]);	unchanged original line (context)	context	IBENatT chain pow	key chain line
UNCHANGED_2049	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2049	    xvar4=exp(xvar3);	unchanged original line (context)	context	IBENatT chain exp	key chain line
UNCHANGED_2058	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2058	    xvar6=pow(xvar1,xvar5);	unchanged original line (context)	context	IBENatT chain pow	key chain line
UNCHANGED_3597	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3597	        expi=exp(argi);	unchanged original line (context)	context	junction exp (expi)	key chain line
UNCHANGED_3605	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3605	        expn=exp(argn);	unchanged original line (context)	context	junction exp (expn)	key chain line
UNCHANGED_3639	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3639	            (*Ibe)=IBEIatT*(expi-1.0)+IBENatT*(expn-1.0);	unchanged original line (context)	context	taken Ibe assignment (BaseAssignment anchor 01cc4f1f@3639)	key chain line
