assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
OPERAND_2038	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2038	    IBEIatT=p[31]*xvar6;	internal_local	temp-scaled BEI saturation current	immediate operand of Ibe expression	operand
OPERAND_2061	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2061	    IBENatT=p[34]*xvar6;	internal_local	temp-scaled BEN saturation current	immediate operand of Ibe expression	operand
OPERAND_3597	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3597	        expi=exp(argi);	internal_local	forward BEI exponential	immediate operand of Ibe expression	operand
OPERAND_3605	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3605	        expn=exp(argn);	internal_local	forward BEN exponential	immediate operand of Ibe expression	operand
OPERAND_3618	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3618	            expx=exp(argx);	internal_local	BEX exponential (only if p[98]>0.0 branch taken)	immediate operand of Ibe expression	operand
OPERAND_2474	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2474	    EBBEatT=exp(xvar1);	internal_local	temp-scaled EBBE (exponential of xvar1 at 2467)	immediate operand of Ibe expression	operand
OPERAND_3622	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3622	            (*Ibe)=IBEIatT*(expi-1.0)+IBENatT*(expn-1.0)-p[100]*(expx-EBBEatT);	model_param	model parameter index 100 (IBX-related)	immediate operand of Ibe expression	operand
OPERAND_3651	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3651	        (*Ibex)=0.0;	returned_output	Ibex forced to zero in p[32]==1.0 branch	immediate operand of Ibe expression	operand
SUB_3593	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3593	        argi=(*Vbei)/(p[33]*Vtv);	internal_local	BEI junction argument; p[33]=RBEI denominator	sub-operand of Ibe expression chain	operand
SUB_3601	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3601	        argn=(*Vbei)/(p[35]*Vtv);	internal_local	BEN junction argument; p[35]=RBEN denominator	sub-operand of Ibe expression chain	operand
SUB_3610	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3610	            argx=(-VBBEatT-(*Vbei))/(NBBEatT*Vtv);	internal_local	BEX argument; VBBEatT/NBBEatT temp-scaled	sub-operand of Ibe expression chain	operand
SUB_2035	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2035	    xvar6=pow(xvar1,xvar5);	internal_local	IBEI temp-scaling power factor	sub-operand of Ibe expression chain	operand
SUB_2058	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2058	    xvar6=pow(xvar1,xvar5);	internal_local	IBEN temp-scaling power factor	sub-operand of Ibe expression chain	operand
SUB_1892	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1892	    Vtv=1.380662e-23*Tdev/1.602189e-19;	internal_local	thermal voltage, linear in Tdev	sub-operand of Ibe expression chain	operand
SUB_1890	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1890	    Tdev=(2.731500e+02+p[0])+(*Vrth);	internal_local	device temperature = TNOM + self-heat rise; *Vrth is the call input from the temperature node	sub-operand of Ibe expression chain	operand
SUB_2211	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2211	    VBBEatT=p[98]*(1.0+dT*(p[101]+dT*p[102]));	internal_local	temp-scaled VBBE	sub-operand of Ibe expression chain	operand
SUB_2214	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2214	    NBBEatT=p[99]*(1.0+dT*p[103]);	internal_local	temp-scaled NBBE	sub-operand of Ibe expression chain	operand
SUB_2467	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	2467	    xvar1=-VBBEatT/(NBBEatT*Vtv);	internal_local	EBBEatT exponent argument	sub-operand of Ibe expression chain	operand
SUB_1898	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1898	    dT=Tdev-Tini;	internal_local	temperature delta	sub-operand of Ibe expression chain	operand
SUB_1895	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1895	    rT=Tdev/Tini;	internal_local	temperature ratio	sub-operand of Ibe expression chain	operand
SUB_1889	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1889	    Tini=2.731500e+02+p[0];	internal_local	nominal temperature	sub-operand of Ibe expression chain	operand
INPUT_PVrth_temperature-node_volta	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1778	    ,double *Vrth, double *Vbei, double *Vbex, double *Vbci, double *Vbep, double *Vbcp	call_input	drives Tdev line 1890	call input / model parameter	operand
INPUT_PVbei_BE_junction_voltage	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1778	    ,double *Vrth, double *Vbei, double *Vbex, double *Vbci, double *Vbep, double *Vbcp	call_input	drives argi/argn/argx	call input / model parameter	operand
INPUT_SCALE_output_scaling_factor	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1795	    ,double *Qcth_Vrth, double *SCALE)	call_input	runtime value 0x1p+0 isfinite=1 in the observed run	call input / model parameter	operand
INPUT_double_Pp_model_parameter_ar	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1777	int vbic_4T_et_cf_fj(double *p	model_param	p[0]=TNOM, p[31]=IBEI, p[33]=RBEI, p[34]=IBEN, p[35]=RBEN, p[44]=XIBI/XIBEN exponent, p[98]=VBBE, p[99]=NBBE, p[100]=IBX, p[101]-p[103]=temp coefficients	call input / model parameter	operand
BRANCH_3592	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3592	    if(p[32]==1.0){	branch	full Ibe from Vbei; Ibex forced zero (3651)	conditional branch affecting Ibe value	branch
BRANCH_3654	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3654	    }else if(p[32]==0.0){	branch	Ibe=0.0; Ibex from Vbex	conditional branch affecting Ibe value	branch
BRANCH_3716	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3716	    }else{	branch	split Ibe=p[32]*(...) / Ibex=(1-p[32])*(...)	conditional branch affecting Ibe value	branch
BRANCH_3609	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3609	        if(p[98]>0.0){	branch	adds -p[100]*(expx-EBBEatT) term	conditional branch affecting Ibe value	branch
BRANCH_3638	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	3638	        }else{	branch	omits expx term	conditional branch affecting Ibe value	branch
OUT_1796	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1796	{	returned_output	written at 3622/3639/3655/3746/3763	returned output / derivative local	output
OUT_1792	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1792	    ,double *Qbcp_Vbcp, double *Irth, double *Irth_Vrth, double *Ith, double *Ith_Vrth, double *Ith_Vbei, double *Ith_Vbci	returned_output	filled after each Ibe assignment (e.g., 3629-3637)	returned output / derivative local	output
OUT_1864	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	1864	double expx_Vbei,Ibe_IBEIatT,Ibe_expi,Ibe_IBENatT,Ibe_expn,Ibe_expx,Ibe_EBBEatT;	derivative_local	internal partials, assigned after *Ibe	returned output / derivative local	output
ITH_BOUND	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	4229	    (*Ith)=-((*Ibe)*(*Vbei)+(*Ibc)*(*Vbci)+((*Itzf)-(*Itzr))*(*Vcei)+(*Ibex)*(*Vbex)+(*Ibep)*(*Vbep)+(*Irs)*(*Vrs)+(*Ibcp)*(*Vbcp)+(*Iccp)*(*Vcep)+(*Ircx)*(*Vrcx)+(*Irci)*(*Vrci)+(*Irbx)*(*Vrbx)+(*Irbi)*(*Vrbi)+(*Ire)*(*Vre)+(*Irbp)*(*Vrbp));	expression_assignment	(*Ith) = -((*Ibe)*(*Vbei)+...); Ibe and its operands are all assigned strictly before this line	Ith formula in applied source (runtime marker Site MODEL_CALL@721 consumed *Ibe after this)	assignment
