assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
UNCHANGED_1078	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1078	            static bool vrth_transition_printed = FALSE;	unchanged original line (context)	declaration	once-flag declaration (static FALSE initializer = declaration initialization)	format pairing proof
UNCHANGED_1079	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1079	            if ((here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) &&	unchanged original line (context)	trigger	trigger part 1: exact-instance predicate (here->VBICname && strcmp == q.xdiv2.xqs_comp_s.qnpn13g2)	format pairing proof
UNCHANGED_1080	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1080	                !vrth_transition_printed &&	unchanged original line (context)	trigger	trigger part 2: !vrth_transition_printed (first-occurrence)	format pairing proof
UNCHANGED_1081	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1081	                isfinite(stored_before) && stored_before >= 0.0 &&	unchanged original line (context)	trigger	trigger part 3: isfinite(stored_before) && stored_before >= 0.0 (demonstrated non-negative before)	format pairing proof
UNCHANGED_1082	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1082	                isfinite(Vrth) && Vrth < 0.0) {	unchanged original line (context)	trigger	trigger part 4: isfinite(Vrth) && Vrth < 0.0 (demonstrated negative after; finite-local-negative condition)	format pairing proof
UNCHANGED_1084	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1084	                        stored_before, isfinite(stored_before) ? 1 : 0, Vrth, isfinite(Vrth) ? 1 : 0, *(ckt->CKTstate0 + here->VBICvrth), isfinite(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0, *(ckt->CKTstate1 + here->VBICvrth), isfinite(*(ckt->CKTstate1 + here->VBICvrth)) ? 1 : 0, *(ckt->CKTstate2 + here->VBICvrth), isfinite(*(ckt->CKTstate2 + here->VBICvrth)) ? 1 : 0, ckt->CKTtime, ckt->CKTmode);	unchanged original line (context)	argument_pairing	fprintf argument line: argument 14 = ckt->CKTmode (long int; paired with %ld)	format pairing proof
UNCHANGED_1085	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1085	                fprintf(stderr, "  tempnode RHS accumulator (current read, not a causal sum): %a (isfinite=%d)\n",	unchanged original line (context)	output	second fprintf: tempnode RHS accumulator labeled 'current read, not a causal sum'	format pairing proof
UNCHANGED_1086	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1086	                        *(ckt->CKTrhs + here->VBICtempNode), isfinite(*(ckt->CKTrhs + here->VBICtempNode)) ? 1 : 0);	unchanged original line (context)	output	second fprintf argument line (RHS accumulator read)	format pairing proof
UNCHANGED_1087	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1087	                vrth_transition_printed = TRUE;	unchanged original line (context)	flag_set	runtime once-flag mutation (trigger-contained)	format pairing proof
UNCHANGED_1088	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1088	            }	unchanged original line (context)	block_close	trigger block close	format pairing proof
