assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
ADD_006	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2045	        fprintf(stderr, "  p[72]: %a (isfinite=%d) | xvar3: %a (isfinite=%d) | xvar4: %a (isfinite=%d) | xvar1: %a (isfinite=%d) | p[33]: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside trigger block)	fprintf(stderr, "  p[72]: %a (isfinite=%d) | xvar3: %a (isfinite=%d) | xvar4: %a	added line 6 of 11	added_statement
ADD_007	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2046	                p[72], isfinite(p[72]) ? 1 : 0, xvar3, isfinite(xvar3) ? 1 : 0, xvar4, isfinite(xvar4) ? 1 : 0, xvar1, isfinite(xvar1) ? 1 : 0, p[33], isfinite(p[33]) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside trigger block)	p[72], isfinite(p[72]) ? 1 : 0, xvar3, isfinite(xvar3) ? 1 : 0, xvar4, isfinite(	added line 7 of 11	added_statement
ADD_008	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2047	        fprintf(stderr, "  xvar5: %a (isfinite=%d) | xvar6: %a (isfinite=%d) | p[31]: %a (isfinite=%d) | IBEIatT: %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect: fprintf to stderr (inside trigger block)	fprintf(stderr, "  xvar5: %a (isfinite=%d) | xvar6: %a (isfinite=%d) | p[31]: %a	added line 8 of 11	added_statement
ADD_009	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2048	                xvar5, isfinite(xvar5) ? 1 : 0, xvar6, isfinite(xvar6) ? 1 : 0, p[31], isfinite(p[31]) ? 1 : 0, IBEIatT, isfinite(IBEIatT) ? 1 : 0);	trigger-contained fprintf argument line reading locals/call inputs/p[] only (inside trigger block)	xvar5, isfinite(xvar5) ? 1 : 0, xvar6, isfinite(xvar6) ? 1 : 0, p[31], isfinite(	added line 9 of 11	added_statement
ADD_010	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2049	        temp_scale_diag_printed = TRUE;	trigger-contained runtime once-flag mutation (inside trigger block)	temp_scale_diag_printed = TRUE;	added line 10 of 11	added_statement
ADD_011	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	2050	    }	trigger block close (inside trigger block)	}	added line 11 of 11	added_statement
UNCHANGED_1891	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	1891	    Tdev=(2.731500e+02+p[0])+(*Vrth);	unchanged original chain line (context)	context	Tdev = (273.15+p[0]) + *Vrth	IBEIatT temperature-scaling chain
UNCHANGED_1893	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	1893	    Vtv=1.380662e-23*Tdev/1.602189e-19;	unchanged original chain line (context)	context	Vtv = 1.380662e-23*Tdev/1.602189e-19	IBEIatT temperature-scaling chain
UNCHANGED_1896	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	1896	    rT=Tdev/Tini;	unchanged original chain line (context)	context	rT = Tdev/Tini	IBEIatT temperature-scaling chain
UNCHANGED_2019	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2019	    xvar2=pow(rT,p[79]);	unchanged original chain line (context)	context	xvar2 = pow(rT, p[79])	IBEIatT temperature-scaling chain
UNCHANGED_2022	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2022	    xvar3=-p[72]*(1.0-rT)/Vtv;	unchanged original chain line (context)	context	xvar3 = -p[72]*(1.0-rT)/Vtv	IBEIatT temperature-scaling chain
UNCHANGED_2027	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2027	    xvar4=exp(xvar3);	unchanged original chain line (context)	context	xvar4 = exp(xvar3)	IBEIatT temperature-scaling chain
UNCHANGED_2030	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2030	    xvar1=(xvar2*xvar4);	unchanged original chain line (context)	context	xvar1 = xvar2*xvar4	IBEIatT temperature-scaling chain
UNCHANGED_2035	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2035	    xvar5=(1.0/p[33]);	unchanged original chain line (context)	context	xvar5 = 1.0/p[33]	IBEIatT temperature-scaling chain
UNCHANGED_2036	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2036	    xvar6=pow(xvar1,xvar5);	unchanged original chain line (context)	context	xvar6 = pow(xvar1, xvar5)	IBEIatT temperature-scaling chain
UNCHANGED_2039	vbicload.c	2999b2afa9a34fdd501f02a2312be2b98f5f5f57c9d7bd0637321a61aa581075	2039	    IBEIatT=p[31]*xvar6;	unchanged original chain line (context)	context	IBEIatT = p[31]*xvar6  (BaseAssignment 01cc4f1f@2038)	IBEIatT temperature-scaling chain
