assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
ADD_007	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1082	                isfinite(Vrth) && Vrth < 0.0) {	trigger-contained fprintf argument line (reads locals + direct post-write state0 + state1/state2/CKTtime/CKTmode/RHS accumulator only)	isfinite(Vrth) && Vrth < 0.0) {	added line 7 of 13	added_statement
ADD_008	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1083	                fprintf(stderr, "\n[VBIC_VRTH_TRANSITION_DIAGNOSTIC] Site: state0_writeback@1075 | stored_before: %a (isfinite=%d) | Vrth(local): %a (isfinite=%d) | state0_after_write(direct read): %a (isfinite=%d) | state1: %a (isfinite=%d) | state2: %a (isfinite=%d) | CKTtime: %g | CKTmode: %d\n",	trigger-contained diagnostic-output side effect (stderr)	fprintf(stderr, "\n[VBIC_VRTH_TRANSITION_DIAGNOSTIC] Site: state0_writeback@1075	added line 8 of 13	added_statement
ADD_009	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1084	                        stored_before, isfinite(stored_before) ? 1 : 0, Vrth, isfinite(Vrth) ? 1 : 0, *(ckt->CKTstate0 + here->VBICvrth), isfinite(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0, *(ckt->CKTstate1 + here->VBICvrth), isfinite(*(ckt->CKTstate1 + here->VBICvrth)) ? 1 : 0, *(ckt->CKTstate2 + here->VBICvrth), isfinite(*(ckt->CKTstate2 + here->VBICvrth)) ? 1 : 0, ckt->CKTtime, ckt->CKTmode);	trigger-contained fprintf argument line (reads locals + direct post-write state0 + state1/state2/CKTtime/CKTmode/RHS accumulator only)	stored_before, isfinite(stored_before) ? 1 : 0, Vrth, isfinite(Vrth) ? 1 : 0, *(	added line 9 of 13	added_statement
ADD_010	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1085	                fprintf(stderr, "  tempnode RHS accumulator (current read, not a causal sum): %a (isfinite=%d)\n",	trigger-contained diagnostic-output side effect (stderr)	fprintf(stderr, "  tempnode RHS accumulator (current read, not a causal sum): %a	added line 10 of 13	added_statement
ADD_011	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1086	                        *(ckt->CKTrhs + here->VBICtempNode), isfinite(*(ckt->CKTrhs + here->VBICtempNode)) ? 1 : 0);	trigger-contained fprintf argument line (reads locals + direct post-write state0 + state1/state2/CKTtime/CKTmode/RHS accumulator only)	*(ckt->CKTrhs + here->VBICtempNode), isfinite(*(ckt->CKTrhs + here->VBICtempNode	added line 11 of 13	added_statement
ADD_012	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1087	                vrth_transition_printed = TRUE;	trigger-contained runtime once-flag mutation	vrth_transition_printed = TRUE;	added line 12 of 13	added_statement
ADD_013	vbicload.c	c571a9c68e959c570b1680ff5cf6e51bab5e97071b5f49b3875360e6cffc9898	1088	            }	trigger block close	}	added line 13 of 13	added_statement
UNCHANGED_1890	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1890	    Tini=2.731500e+02+p[0];	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1891	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1891	    Tdev=(2.731500e+02+p[0])+(*Vrth);	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1893	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1893	    Vtv=1.380662e-23*Tdev/1.602189e-19;	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1896	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1896	    rT=Tdev/Tini;	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_206	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	206	                    Vrth = *(ckt->CKTstate0 + here->VBICvrth);	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_241	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	241	                    Vrth = *(ckt->CKTstate1 + here->VBICvrth);	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_308	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	308	                        Vrth = (1.0 + xfact)* (*(ckt->CKTstate1 + here->VBICvrth))	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_312	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	312	                        *(ckt->CKTstate0 + here->VBICvrth) =	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_700	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	700	                    if (!vrth_origin_printed &&	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_711	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	711	                    Vrth = DEVlimitlog(Vrth,	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_721	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	721	            iret = vbic_4T_et_cf_fj(p	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1075	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1075	            *(ckt->CKTstate0 + here->VBICvrth)      = Vrth;	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1543	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1543	                *(ckt->CKTrhs + here->VBICtempNode) += -rhs_current;	unchanged original line (context)	context	lifecycle chain	unchanged_original
UNCHANGED_1634	vbicload.c	92123daa3d880ac25960b8758b1e4cb4440fc55cb30f100c5750b5aa20c3e292	1634	                *(ckt->CKTrhs + here->VBICtempNode) += rhs_current;	unchanged original line (context)	context	lifecycle chain	unchanged_original
