assertion_id	source_file	source_sha256	physical_line	source_literal	guard_containment	category	observed_values	upstream_v4_assertion	provenance_class
ADD_013	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1506	                            Ith_Vcei, isfinite(Ith_Vcei) ? 1 : 0, Vcei, isfinite(Vcei) ? 1 : 0, Ith_Vcei*Vcei, isfinite(Ith_Vcei*Vcei) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vcei, isfinite(Ith_Vcei) ? 1 : 0, Vcei, isfinite(Vcei) ? 1 : 0, Ith_Vcei*Vce	added line 13 of 72	added_statement
ADD_014	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1507	                    fprintf(stderr, "  pair 05 Vbex  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 05 Vbex  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 14 of 72	added_statement
ADD_015	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1508	                            Ith_Vbex, isfinite(Ith_Vbex) ? 1 : 0, Vbex, isfinite(Vbex) ? 1 : 0, Ith_Vbex*Vbex, isfinite(Ith_Vbex*Vbex) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vbex, isfinite(Ith_Vbex) ? 1 : 0, Vbex, isfinite(Vbex) ? 1 : 0, Ith_Vbex*Vbe	added line 15 of 72	added_statement
ADD_016	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1509	                    fprintf(stderr, "  pair 06 Vbep  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 06 Vbep  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 16 of 72	added_statement
ADD_017	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1510	                            Ith_Vbep, isfinite(Ith_Vbep) ? 1 : 0, Vbep, isfinite(Vbep) ? 1 : 0, Ith_Vbep*Vbep, isfinite(Ith_Vbep*Vbep) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vbep, isfinite(Ith_Vbep) ? 1 : 0, Vbep, isfinite(Vbep) ? 1 : 0, Ith_Vbep*Vbe	added line 17 of 72	added_statement
ADD_018	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1511	                    fprintf(stderr, "  pair 07 Vbcp  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 07 Vbcp  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 18 of 72	added_statement
ADD_019	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1512	                            Ith_Vbcp, isfinite(Ith_Vbcp) ? 1 : 0, Vbcp, isfinite(Vbcp) ? 1 : 0, Ith_Vbcp*Vbcp, isfinite(Ith_Vbcp*Vbcp) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vbcp, isfinite(Ith_Vbcp) ? 1 : 0, Vbcp, isfinite(Vbcp) ? 1 : 0, Ith_Vbcp*Vbc	added line 19 of 72	added_statement
ADD_020	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1513	                    fprintf(stderr, "  pair 08 Vcep  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 08 Vcep  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 20 of 72	added_statement
ADD_021	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1514	                            Ith_Vcep, isfinite(Ith_Vcep) ? 1 : 0, Vcep, isfinite(Vcep) ? 1 : 0, Ith_Vcep*Vcep, isfinite(Ith_Vcep*Vcep) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vcep, isfinite(Ith_Vcep) ? 1 : 0, Vcep, isfinite(Vcep) ? 1 : 0, Ith_Vcep*Vce	added line 21 of 72	added_statement
ADD_022	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1515	                    fprintf(stderr, "  pair 09 Vrci  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 09 Vrci  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 22 of 72	added_statement
ADD_023	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1516	                            Ith_Vrci, isfinite(Ith_Vrci) ? 1 : 0, Vrci, isfinite(Vrci) ? 1 : 0, Ith_Vrci*Vrci, isfinite(Ith_Vrci*Vrci) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrci, isfinite(Ith_Vrci) ? 1 : 0, Vrci, isfinite(Vrci) ? 1 : 0, Ith_Vrci*Vrc	added line 23 of 72	added_statement
ADD_024	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1517	                    fprintf(stderr, "  pair 10 Vbcx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 10 Vbcx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 24 of 72	added_statement
ADD_025	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1518	                            Ith_Vbcx, isfinite(Ith_Vbcx) ? 1 : 0, Vbcx, isfinite(Vbcx) ? 1 : 0, Ith_Vbcx*Vbcx, isfinite(Ith_Vbcx*Vbcx) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vbcx, isfinite(Ith_Vbcx) ? 1 : 0, Vbcx, isfinite(Vbcx) ? 1 : 0, Ith_Vbcx*Vbc	added line 25 of 72	added_statement
ADD_026	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1519	                    fprintf(stderr, "  pair 11 Vrbi  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 11 Vrbi  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 26 of 72	added_statement
ADD_027	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1520	                            Ith_Vrbi, isfinite(Ith_Vrbi) ? 1 : 0, Vrbi, isfinite(Vrbi) ? 1 : 0, Ith_Vrbi*Vrbi, isfinite(Ith_Vrbi*Vrbi) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrbi, isfinite(Ith_Vrbi) ? 1 : 0, Vrbi, isfinite(Vrbi) ? 1 : 0, Ith_Vrbi*Vrb	added line 27 of 72	added_statement
ADD_028	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1521	                    fprintf(stderr, "  pair 12 Vrbp  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 12 Vrbp  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 28 of 72	added_statement
ADD_029	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1522	                            Ith_Vrbp, isfinite(Ith_Vrbp) ? 1 : 0, Vrbp, isfinite(Vrbp) ? 1 : 0, Ith_Vrbp*Vrbp, isfinite(Ith_Vrbp*Vrbp) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrbp, isfinite(Ith_Vrbp) ? 1 : 0, Vrbp, isfinite(Vrbp) ? 1 : 0, Ith_Vrbp*Vrb	added line 29 of 72	added_statement
ADD_030	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1523	                    fprintf(stderr, "  pair 13 Vrcx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 13 Vrcx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 30 of 72	added_statement
ADD_031	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1524	                            Ith_Vrcx, isfinite(Ith_Vrcx) ? 1 : 0, Vrcx, isfinite(Vrcx) ? 1 : 0, Ith_Vrcx*Vrcx, isfinite(Ith_Vrcx*Vrcx) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrcx, isfinite(Ith_Vrcx) ? 1 : 0, Vrcx, isfinite(Vrcx) ? 1 : 0, Ith_Vrcx*Vrc	added line 31 of 72	added_statement
ADD_032	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1525	                    fprintf(stderr, "  pair 14 Vrbx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 14 Vrbx  | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 32 of 72	added_statement
ADD_033	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1526	                            Ith_Vrbx, isfinite(Ith_Vrbx) ? 1 : 0, Vrbx, isfinite(Vrbx) ? 1 : 0, Ith_Vrbx*Vrbx, isfinite(Ith_Vrbx*Vrbx) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrbx, isfinite(Ith_Vrbx) ? 1 : 0, Vrbx, isfinite(Vrbx) ? 1 : 0, Ith_Vrbx*Vrb	added line 33 of 72	added_statement
ADD_034	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1527	                    fprintf(stderr, "  pair 15 Vre   | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 15 Vre   | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 34 of 72	added_statement
ADD_035	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1528	                            Ith_Vre, isfinite(Ith_Vre) ? 1 : 0, Vre, isfinite(Vre) ? 1 : 0, Ith_Vre*Vre, isfinite(Ith_Vre*Vre) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vre, isfinite(Ith_Vre) ? 1 : 0, Vre, isfinite(Vre) ? 1 : 0, Ith_Vre*Vre, isf	added line 35 of 72	added_statement
ADD_036	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1529	                    fprintf(stderr, "  pair 16 Vrs   | deriv %a (isfinite=%d) | volt %a (isfinite=%d) | product %a (isfinite=%d)\n",	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  pair 16 Vrs   | deriv %a (isfinite=%d) | volt %a (isfinite=%d	added line 36 of 72	added_statement
ADD_037	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1530	                            Ith_Vrs, isfinite(Ith_Vrs) ? 1 : 0, Vrs, isfinite(Vrs) ? 1 : 0, Ith_Vrs*Vrs, isfinite(Ith_Vrs*Vrs) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	other	Ith_Vrs, isfinite(Ith_Vrs) ? 1 : 0, Vrs, isfinite(Vrs) ? 1 : 0, Ith_Vrs*Vrs, isf	added line 37 of 72	added_statement
ADD_038	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1531	                    double ith_rhs_cum00 = -Ith;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum00 = -Ith;	added line 38 of 72	added_statement
ADD_039	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1532	                    double ith_rhs_cum01 = ith_rhs_cum00 - Ith_Vrth*Vrth;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum01 = ith_rhs_cum00 - Ith_Vrth*Vrth;	added line 39 of 72	added_statement
ADD_040	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1533	                    double ith_rhs_cum02 = ith_rhs_cum01 - Ith_Vbei*Vbei;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum02 = ith_rhs_cum01 - Ith_Vbei*Vbei;	added line 40 of 72	added_statement
ADD_041	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1534	                    double ith_rhs_cum03 = ith_rhs_cum02 - Ith_Vbci*Vbci;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum03 = ith_rhs_cum02 - Ith_Vbci*Vbci;	added line 41 of 72	added_statement
ADD_042	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1535	                    double ith_rhs_cum04 = ith_rhs_cum03 - Ith_Vcei*Vcei;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum04 = ith_rhs_cum03 - Ith_Vcei*Vcei;	added line 42 of 72	added_statement
ADD_043	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1536	                    double ith_rhs_cum05 = ith_rhs_cum04 - Ith_Vbex*Vbex;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum05 = ith_rhs_cum04 - Ith_Vbex*Vbex;	added line 43 of 72	added_statement
ADD_044	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1537	                    double ith_rhs_cum06 = ith_rhs_cum05 - Ith_Vbep*Vbep;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum06 = ith_rhs_cum05 - Ith_Vbep*Vbep;	added line 44 of 72	added_statement
ADD_045	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1538	                    double ith_rhs_cum07 = ith_rhs_cum06 - Ith_Vbcp*Vbcp;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum07 = ith_rhs_cum06 - Ith_Vbcp*Vbcp;	added line 45 of 72	added_statement
ADD_046	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1539	                    double ith_rhs_cum08 = ith_rhs_cum07 - Ith_Vcep*Vcep;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum08 = ith_rhs_cum07 - Ith_Vcep*Vcep;	added line 46 of 72	added_statement
ADD_047	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1540	                    double ith_rhs_cum09 = ith_rhs_cum08 - Ith_Vrci*Vrci;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum09 = ith_rhs_cum08 - Ith_Vrci*Vrci;	added line 47 of 72	added_statement
ADD_048	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1541	                    double ith_rhs_cum10 = ith_rhs_cum09 - Ith_Vbcx*Vbcx;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum10 = ith_rhs_cum09 - Ith_Vbcx*Vbcx;	added line 48 of 72	added_statement
ADD_049	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1542	                    double ith_rhs_cum11 = ith_rhs_cum10 - Ith_Vrbi*Vrbi;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum11 = ith_rhs_cum10 - Ith_Vrbi*Vrbi;	added line 49 of 72	added_statement
ADD_050	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1543	                    double ith_rhs_cum12 = ith_rhs_cum11 - Ith_Vrbp*Vrbp;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum12 = ith_rhs_cum11 - Ith_Vrbp*Vrbp;	added line 50 of 72	added_statement
ADD_051	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1544	                    double ith_rhs_cum13 = ith_rhs_cum12 - Ith_Vrcx*Vrcx;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum13 = ith_rhs_cum12 - Ith_Vrcx*Vrcx;	added line 51 of 72	added_statement
ADD_052	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1545	                    double ith_rhs_cum14 = ith_rhs_cum13 - Ith_Vrbx*Vrbx;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum14 = ith_rhs_cum13 - Ith_Vrbx*Vrbx;	added line 52 of 72	added_statement
ADD_053	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1546	                    double ith_rhs_cum15 = ith_rhs_cum14 - Ith_Vre*Vre;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum15 = ith_rhs_cum14 - Ith_Vre*Vre;	added line 53 of 72	added_statement
ADD_054	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1547	                    double ith_rhs_cum16 = ith_rhs_cum15 - Ith_Vrs*Vrs;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	declaration	double ith_rhs_cum16 = ith_rhs_cum15 - Ith_Vrs*Vrs;	added line 54 of 72	added_statement
ADD_055	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1548	                    fprintf(stderr, "  cum 00 -Ith                         = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum00, isfinite(ith_rhs_cum00) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 00 -Ith                         = %a (isfinite=%d) [diagn	added line 55 of 72	added_statement
ADD_056	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1549	                    fprintf(stderr, "  cum 01 - Ith_Vrth*Vrth                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum01, isfinite(ith_rhs_cum01) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 01 - Ith_Vrth*Vrth                    = %a (isfinite=%d) 	added line 56 of 72	added_statement
