assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
UNCHANGED_254	src/maths/ni/niiter.c	270de96a44bc550a5edb21801b9e728e8bf9d6bdb44d78a9125e655e730192af	254	            SMPsolve(ckt->CKTmatrix, ckt->CKTrhs, ckt->CKTrhsSpare);	unchanged_original	SMPsolve(ckt->CKTmatrix, ckt->CKTrhs, ckt->CKTrhsSpare); — unchanged; assembled capture immediately before, solved capture + iteration_captured=TRUE immediately after	anchor/context	unchanged_original
UNCHANGED_255	src/maths/ni/niiter.c	270de96a44bc550a5edb21801b9e728e8bf9d6bdb44d78a9125e655e730192af	255	            ckt->CKTstat->STATsolveTime +=	unchanged_original	ckt->CKTstat->STATsolveTime += ... (unchanged)	anchor/context	unchanged_original
UNCHANGED_323	src/maths/ni/niiter.c	270de96a44bc550a5edb21801b9e728e8bf9d6bdb44d78a9125e655e730192af	323	        }	unchanged_original	damping guard block close — unchanged; after_damping capture immediately after	anchor/context	unchanged_original
UNCHANGED_362	src/maths/ni/niiter.c	270de96a44bc550a5edb21801b9e728e8bf9d6bdb44d78a9125e655e730192af	362	        SWAP(double *, ckt->CKTrhs, ckt->CKTrhsOld);	unchanged_original	SWAP(double *, ckt->CKTrhs, ckt->CKTrhsOld); — unchanged; old_after_swap + trigger immediately after	anchor/context	unchanged_original
UNCHANGED_363	src/maths/ni/niiter.c	270de96a44bc550a5edb21801b9e728e8bf9d6bdb44d78a9125e655e730192af	363	        /* printf("after loading, after solving\n"); */	unchanged_original	/* printf("after loading, after solving\n"); */ (unchanged)	anchor/context	unchanged_original
CHG_INCLUDE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	22	#include "../../spicelib/devices/vbic/vbicdefs.h"	added_include	added include: quoted relative include resolving from src/maths/ni/ to src/spicelib/devices/vbic/vbicdefs.h (build tree; its own includes ngspice/cktdefs.h, ifsim.h, gendefs.h, complex.h, noisedef.h resolve via existing -I paths)	probe V4 (audit V5)	added_statement
CHG_STATICS_COMMENT	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	26	/* [VBIC_THERMAL_VECTOR_PROBE] once-emitted flag only; resolver/node state is	added_statement	added comment: only the once-emitted flag is process-scoped	probe V4 (audit V5)	added_statement
CHG_STATICS	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	28	static bool vtp_printed = FALSE;	added_statement	added file-static: vtp_printed only (the sole process-scoped probe state)	probe V4 (audit V5)	added_statement
CHG_LOCALS_TNODE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	40	    int vtp_tnode = -1;	added_statement	added invocation-local: vtp_tnode (-1 until resolved)	probe V4 (audit V5)	added_statement
CHG_LOCALS_ARMED	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	41	    int vtp_armed = 0;	added_statement	added invocation-local: vtp_armed (0 unarmed, 1 armed)	probe V4 (audit V5)	added_statement
CHG_LOCALS_CAPTURED	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	42	    bool iteration_captured = FALSE;	added_statement	added invocation-local: iteration_captured	probe V4 (audit V5)	added_statement
CHG_LOCALS_TIME	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	43	    double time_at_load = NAN;	added_statement	added invocation-local: CKTtime captured at the load site (snapshotted for coherent load-site provenance; NOT mutated between capture and emit)	probe V4 (audit V5)	added_statement
CHG_LOCALS_MODE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	44	    long mode_at_load = 0;	added_statement	added invocation-local: CKTmode captured at the load site (long, matching cktdefs.h:165); CKTmode IS mutated later at :398/:402/:405/:409/:411 — the capture preserves the load-site mode	probe V4 (audit V5)	added_statement
CHG_LOCALS_VALUES	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	45	    double old_before_load = NAN, assembled_before_solve = NAN;	added_statement	added invocation-local: five capture doubles, NAN-initialized (continues on next line)	probe V4 (audit V5)	added_statement
CHG_RESOLVE_GUARD	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	82	    if (!vtp_printed) {	resolver_step	resolver: optional skip — resolution skipped entirely once vtp_printed is true	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_1	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	83	        int vtp_type = CKTtypelook("VBIC");	resolver_step	resolver: type lookup (cktdefs.h:422); -1 => vtp_armed stays 0	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_2	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	84	        if (vtp_type >= 0 && ckt->CKTrhs && ckt->CKTrhsOld) {	resolver_step	resolver: arm only when type found AND both vectors non-null (vectors valid post-NIreinit at this placement)	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_3	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	86	            for (vtp_model = ckt->CKThead[vtp_type]; vtp_model;	resolver_step	resolver: VBIC model chain walk (cktdefs.h:76)	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_4	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	89	                for (vtp_inst = vtp_model->GENinstances; vtp_inst;	resolver_step	resolver: instance walk (gendefs.h:44/20 generic fields)	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_5	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	92	                        strcmp(vtp_inst->GENname,	resolver_step	resolver: exact GENname match (gendefs.h:22) for q.xdiv2.xqs_comp_s.qnpn13g2	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_6	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	94	                        vtp_tnode = ((VBICinstance *) vtp_inst)->VBICtempNode;	resolver_step	resolver: type-safe cast (VBICinstance first member struct GENinstance gen, vbicdefs.h:42-44) and VBICtempNode read (vbicdefs.h:55)	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_7	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	95	                        if (vtp_tnode > 0 && vtp_tnode < ckt->CKTmaxEqNum)	resolver_step	resolver: invalid-node guard — arm only when 0 < tnode < CKTmaxEqNum (cktdefs.h:152)	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_8	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	96	                            vtp_armed = 1;	resolver_step	resolver: arm only after the node bound passes	probe V4 (audit V5)	resolver_step
CHG_RESOLVE_9	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	100	                if (vtp_armed == 1)	resolver_step	resolver: model-chain early exit on armed (16-space indent, unique)	probe V4 (audit V5)	resolver_step
CHG_LOOP_RESET	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	109	        old_before_load = NAN;	added_statement	per for(;;) entry reset: all five values to NAN (loop-reset block, first line)	probe V4 (audit V5)	added_statement
CHG_LOOP_TIME	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	114	        time_at_load = NAN;	added_statement	per for(;;) entry reset: time_at_load = NAN (8-space indent, loop-reset block)	probe V4 (audit V5)	added_statement
CHG_LOOP_MODE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	115	        mode_at_load = 0;	added_statement	per for(;;) entry reset: mode_at_load = 0 (8-space indent, loop-reset block)	probe V4 (audit V5)	added_statement
CHG_LOOP_CAPTURED	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	116	        iteration_captured = FALSE;	added_statement	per for(;;) entry reset: iteration_captured = FALSE (8-space indent, loop-reset block)	probe V4 (audit V5)	added_statement
CHG_CAP1	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	126	                old_before_load = *(ckt->CKTrhsOld + vtp_tnode);	capture	capture 1: value the target load consumes, immediately before the unchanged CKTload	probe V4 (audit V5)	capture
CHG_CAP_TIME	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	127	                time_at_load = ckt->CKTtime;	capture	load-site capture: CKTtime read at the load site (no CKTtime mutation exists between this line and the emit — verified)	probe V4 (audit V5)	capture
CHG_CAP_MODE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	128	                mode_at_load = (long) ckt->CKTmode;	capture	load-site capture: CKTmode read at the load site, immune to the later INITF-mode assignments at :398/:402/:405/:409/:411	probe V4 (audit V5)	capture
CHG_CAP2	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	307	                assembled_before_solve = *(ckt->CKTrhs + vtp_tnode);	capture	capture 2: assembled aggregate RHS immediately before the unchanged SMPsolve	probe V4 (audit V5)	capture
CHG_CAP3	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	310	                solved_after_solve = *(ckt->CKTrhs + vtp_tnode);	capture	capture 3: solved node value immediately after SMPsolve (solution in CKTrhs vector)	probe V4 (audit V5)	capture
CHG_CAP3_INIT	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	311	                after_damping = solved_after_solve;	capture	after_damping initialized from this iteration's post-solve value	probe V4 (audit V5)	capture
CHG_CAP3_FLAG	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	312	                iteration_captured = TRUE;	capture	iteration_captured set TRUE only after this iteration's load+solve captures	probe V4 (audit V5)	capture
CHG_CAP4	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	384	            after_damping = *(ckt->CKTrhs + vtp_tnode);	capture	capture 4: post-damping value; read only when armed AND iteration_captured (no read on the NEWPRED skipped path)	probe V4 (audit V5)	capture
CHG_CAP5	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	425	            old_after_swap = *(ckt->CKTrhsOld + vtp_tnode);	capture	capture 5: value moved into CKTrhsOld at the normal swap; read only when armed AND iteration_captured	probe V4 (audit V5)	capture
CHG_TRIGGER	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	427	                ((isfinite(old_before_load) && old_before_load < 0.0) ||	trigger	trigger part 1: first finite-negative value check (old_before_load)	probe V4 (audit V5)	trigger
CHG_TRIGGER_2	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	431	                 (isfinite(old_after_swap) && old_after_swap < 0.0))) {	trigger	trigger part 5: last finite-negative value check (old_after_swap); trigger requires armed AND iteration_captured AND !vtp_printed	probe V4 (audit V5)	trigger
CHG_EMIT1	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	432	                fprintf(stderr, "\n[VBIC_THERMAL_VECTOR_PROBE] Instance: q.xdiv2.xqs_comp_s.qnpn13g2 | tnode: %d | iterno: %d | CKTtime_at_load: %g | CKTmode_at_load: %ld\n",	output	emit 1: marker line with EXPLICITLY LABELED CKTtime_at_load/CKTmode_at_load (captured locals, not live reads)	probe V4 (audit V5)	output
CHG_EMIT1_ARGS	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	433	                        vtp_tnode, iterno, time_at_load, mode_at_load);	output	emit 1 argument line: tnode, iterno, time_at_load, mode_at_load	probe V4 (audit V5)	output
CHG_EMIT2	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	434	                fprintf(stderr, "  old_before_load: %a (isfinite=%d) | assembled_before_solve: %a (isfinite=%d) | solved_after_solve: %a (isfinite=%d) | after_damping: %a (isfinite=%d) | old_after_swap: %a (isfinite=%d)\n",	output	emit 2: five values each %a + isfinite	probe V4 (audit V5)	output
CHG_FLAG	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	440	                vtp_printed = TRUE;	flag_set	once-flag mutation (trigger-contained)	probe V4 (audit V5)	flag_set
CHG_CLOSE	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	441	            }	block_close	probe emit block close (line immediately after the vtp_printed = TRUE line)	probe V4 (audit V5)	block_close
BRIDGE_DISTINGUISH	src/maths/ni/niiter.c	687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625	N/A	what the marker can and cannot distinguish	bridge	CAN: per-iteration aggregate sign at the five boundaries (pre-load old-RHS, assembled, post-solve, post-damping, post-swap) with iteration-local coherence, labeled with the load-site time/mode; CANNOT: which device/terminal stamped the aggregate row (per-device causality), model-subckt-internal contributions, any diagonal/conductance sign (no matrix access; coupled MNA), or initialization-vs-integration origin	probe interpretation	bridge_row
